|tweets
13308|Adam Cole gave CarLease UK 5 stars via @Trustpilot https://t.co/83GjPWHTZf #trustpilot #reviews #leasecar
13309|Christopher Webb gave CarLease UK 5 stars via @Trustpilot https://t.co/OWoNEGv3A0 #carlease #trustpilot #service
13310|Mark From Manchester gave CarLease UK 5 stars via @Trustpilot https://t.co/Hutf6br9K8 #carleasing #trustpilot #service
13311|Spread the love! #InternationalDayOfHappiness
13312|"RT @BMW: Something new is on its way…
Sporty, elegant, and extravagant. The #BMW #2Series Gran Coupé will debut at the 2019 #LAAutoShow. ht…"
13313|Another great alternative fuel vehicle at the @Lets_Electric Expo at Leigh Sports Village! The @BMW 530e M Sport 4d… https://t.co/TRQa3JWolk
13314|RT @AutoExpress: NEWS: #Fiat confirms next #500 will be electric-only… &gt;&gt; https://t.co/bK7S5E1FkX https://t.co/gKgVEc7kW2
13315|Ken Keighron gave CarLease UK 5 stars via @Trustpilot https://t.co/8gNQlH2xsz #carleasing #trustpilot #service
13316|RT @AutoExpress: NEWS: #Porsche releases fresh teaser pics of new #Taycan #EV… &gt;&gt; https://t.co/o5nVOM0GjU https://t.co/ZISBbp5TzU
13317|Thanks to @Lets_Electric for organising such an amazing  #ElectricVehicles event! The Car-E-Lease team enjoyed the… https://t.co/qgauY52AJM
13318|"RT @carwowuk: SPOTTED: New BMW M2 CS!

Coming in even hotter than the M2 Competition, we're expecting this coupe to offer 445hp thanks to a…"
13319|RT @whatcar: With the reveal of the new #TeslaModelY, the electric vehicle maker is close to realising another ambition of its owner, Elon…
13320|"RT @LeighBizExpo: ""We would encourage all business, regardless of size, to attend this year's event"" 
Rob King, Director of @carlease_uk
@E…"
13321|A happy (and very local) personal lease customer collected their new vehicle from the CarLease team - the… https://t.co/pNWUTD3kD6
13322|"RT @BMW: Setting new standards every day. The #BMW #M5.
https://t.co/8FZxOXNVOn https://t.co/Qw1Hdy7icA"
13323|Stuart Campton gave CarLease UK 5 stars via @Trustpilot https://t.co/KdTFAMuMpR #carleasing #trustpilot #reviews
13324|"RT @LaunchEventsNW: ""We would encourage all business, regardless of size, to attend this year's #LeighExpo and see for themselves the impre…"
13325|RT @autocar: BREAKING: Tesla Model Y revealed as $39,000 electric seven-seater with 300 mile range https://t.co/jeQgJ8GsSj https://t.co/b1s…
13326|"RT @BMW: There is no such thing as a undesirable angle. The #BMW #Z4 at the Geneva International Motor Show.
#GIMSSWISS #BMWGIMS https://t.…"
13327|"RT @LeighBizExpo: #LancashireHour #ManchesterHour #WarringtonHour 
""We would encourage all business, regardless of size, to attend this yea…"
13328|David Groves gave CarLease UK 5 stars via @Trustpilot https://t.co/DpXupC7RZV #carleasing #trustpilot #reviews
13329|Aarti  gave CarLease UK 5 stars via @Trustpilot https://t.co/cVl3zc2CkK #carleasing #trustpilot #service
13330|Victoria Fleming gave CarLease UK 5 stars via @Trustpilot https://t.co/4K822J3qpQ #carleasing #trustpilot #service
13331|Stephen Fitchett gave CarLease UK 5 stars via @Trustpilot https://t.co/keHcc5UKdp #carleasing #trustpilot #service
13332|Leigh family business - CarLease UK - announced as the main sponsor at expo https://t.co/62rXewNdIU #entirely #leighexpo2019
13333|Ready to go at the! @gmchamber @Lets_Electric @WiganCouncil #electriccars #gogreen #future https://t.co/pM3CB3BgFT
13334|Live at the #goelectricgm at Leigh Sports Village. The future just started ... @Lets_Electric @gmchamber… https://t.co/FPXDj7YUUp
13335|"Our #warrington personal leasing customer kindly sent the CarLease UK team pics of their new ""19"" plate car - the u… https://t.co/Kk6F1uEQOW"
13336|RT @AutoExpress: NEWS: #Volkswagen to expand plans for electric I.D. family… &gt;&gt; https://t.co/RRDJZ6lXEn https://t.co/ykHFvGQprJ
13337|RT @AutoExpress: NEWS: The 455bhp V8 #BMW #M550i is coming to the UK… &gt;&gt; https://t.co/jEtj4f32nl https://t.co/wKhx7Nkukj
13338|Our VanLease UK team supplied this great van, the @forduk Transit Connect 240 L2 DIESEL 1.5 EcoBlue 120ps Limited i… https://t.co/V3vN6n0xB3
13339|"RT @BMW: Going electric in business suit.
The #BMW 530e Sedan with plug-in hybrid drive and state-of-the-art battery technology.
#GIMSSWISS…"
13340|"Saying goodbye to our @BMW X1  xDrive 20d M Sport 5dr Auto in Black Sapphire. One to add to the ""small SUV"" wish-li… https://t.co/zV4BUFBpB7"
13341|"RT @JaguarUK: Rewriting the rules of how a luxury sport saloon should behave.
The New #Jaguar #XE. https://t.co/MEdiYGohnV"
13342|RT @AutoExpress: FEATURE: We’ve shown you all the best cars Geneva has to offer, but these are our favourites… &gt;&gt; https://t.co/yaKeCvXr0c #…
13343|Lee gave CarLease UK 5 stars via @Trustpilot https://t.co/hiSq6nqlb9 #carleasing #trustpilot #reviews
13344|#HappyFriday all!
13345|Always a pleasure to welcome the @BMW_ParkLane team when they visit with the new @BMW X5 xDrive30d M Sport 5dr Auto… https://t.co/v8LM8Jr90h
13346|RT @LeighBizExpo: #EarlyBiz here's our #LeighExpo exhibitors @EMLtd offering some great advice surrounding employment tribunals and the que…
13347|"RT @MercedesBenzUK: Hats off to the Beast of the Green Hell. The new Mercedes-AMG GT R Roadster. 🐲🔥

#GTR #AMG https://t.co/QqZTTzfXcW"
13348|RT @BMW: An expression of strength. The first-ever #BMW #X4M. https://t.co/61pvac3blj https://t.co/ZqbBtrzHxa
13349|"RT @LeighBizExpo: We're really excited to announce this years Headline Sponsors for #LeighExpo as @carlease_uk!
CarleaseUK have 50 years of…"
13350|RT @WiganWorks: Only 1 week until the ‘Go Electric’ event takes place in Leigh! Local business @carlease_uk will be exhibiting to provide a…
13351|Czarina Mathew gave CarLease UK 5 stars via @Trustpilot https://t.co/AFQB8FDPhP #carleasing #trustpilot #reviews
13352|AUDI Q5 DIESEL ESTATE 40 TDI Quattro Sport 5dr S Tronic Car Leasing and Contract Hire Deals :… https://t.co/WznuKA8sGY
13353|Our CarLease UK/Car-e-Lease UK team have been enjoying their test-drive on the amazing @Jaguar I-PACE ESTATE 294kW… https://t.co/7W188wFazQ
13354|"RT @BMW: A sporty expression for the spirit of adventure. The first-ever #BMW #X3M.
https://t.co/mA49WyRQZG https://t.co/kmbbk5Y9EE"
13355|RT @UKVolkswagen: Introducing the new high-performance Volkswagen T-Roc R, live from the Geneva International Motor Show. #VWTRocR #GIMSSWI…
13356|Steve  gave CarLease UK 5 stars via @Trustpilot https://t.co/RirTjGuvpr #trustpilot #reviews #leasing
13357|RT @UKVolkswagen: Introducing the new Volkswagen ID. BUGGY at the Geneva International Motor Show. A classic dune buggy, but now 100% elect…
13358|How to Charge a Jaguar i-Pace EV SUV... Electric Car Leasing Help + Advi... https://t.co/Ai8Rv1FSvo via @YouTube… https://t.co/QSFfn8Jtqn
13359|Jaguar iPace SUV EV Test Drive &amp; Review @CarLease UK/ Car-e - Official J... https://t.co/uQmttpMoby via @YouTube… https://t.co/tp6EAcF3sG
13360|Jaguar iPace EV Interior/ Exterior Close-ups &amp; Review - UK Jaguar i-Pace... https://t.co/p5GNRYXZse via @YouTube… https://t.co/uC6qxheEgH
13361|Some great pics of the @UKVolkswagen Tiguan 2.0 TDI BMT 150 SEL DSG (in Indium Grey) courtesy of our Surrey-based p… https://t.co/u4oAYrJy9A
13362|"RT @BMW: What a view. The #BMW 530e en route through the Swiss Alps to the Geneva International Motor Show. #GIMSSWISS

https://t.co/TDyt5x…"
13363|Andrew Woodcock gave CarLease UK 5 stars via @Trustpilot https://t.co/ZCrbD9eaLr #trustpilot #reviews #service
13364|Mark Jackman.   gave CarLease UK 5 stars via @Trustpilot https://t.co/0HQFoR2Lau #carleasing #reviews #trustpilot
13365|Kay gave CarLease UK 5 stars via @Trustpilot https://t.co/0wT2zAfkuU #carleasing #trustpilot #reviews
13366|RT @allowair: We were proud to launch the AIR Index yesterday. Dan Carder, who led the team which uncovered #Dieselgate said “If the AIR In…
13367|BBC News - Tesla cuts price of Model 3 to $35,000 and moves sales online https://t.co/mxJINFTYmM
13368|HYUNDAI IONIQ HATCHBACK Electric Premium 5dr Auto Car Leasing and Contract Hire Deals : https://t.co/A65EO5NzxX… https://t.co/NONPwj6nEO
13369|A happy business #leasing customer received their new @LandRover_UK RR Sport Diesel Estate 3.0 SDV6 HSE Auto (in Fu… https://t.co/XyyHCIQRhl
13370|"RT @carwowuk: INTRODUCING: #FerrariF8Tributo! 

🔥 3.9-litre V8
🐎 710hp
🕒 0-62mph: 2.9 seconds
🏎️ Top Speed: 211mph

But would you choose th…"
13371|CarLease UK Video Blog : Nissan Leaf Test Drive : Car Leasing Deals https://t.co/AeOEIQp5Gq via @YouTube #electric #zeroemission #carleasing
13372|Our #sthelens business customer kindly sent images of their new performance car! Say hello to the @BMW M4 Coupe M4… https://t.co/1WLhl8fU4A
13373|"RT @whatcar: In case you missed it: this is the all-new #Polestar2

Polestar's electric SUV-coupé arrives with 402bhp and promise of a 300+…"
13374|RT @evomagazine: Ferrari has announced its new F8 Tributo, a replacement for the 488. Full story on https://t.co/NsnEY0F2QK soon https://t.…
13375|"RT @MercedesBenzUK: Revealed. The distinctive new GLC.

#GLC https://t.co/peJd0RwGce"
13376|RT @AutoExpress: NEWS: #Kia will unwrap a new all-electric saloon at Geneva, with the aim of making electric cars more interesting to drive…
13377|How to Charge a Nissan LEAF at Home,  -all  EV Leasing Help &amp; Advice @Ca... https://t.co/YbyrfHoy8a via @YouTube #nissan #leaf #leasing
13378|RT @AutoExpress: NEWS: The new all-electric #Polestar 2 has arrived as a rival for the #Tesla Model 3 and is due to make its public debut a…
13379|Wayne clifford gave CarLease UK 5 stars via @Trustpilot https://t.co/Dp2YWZHZR2 #carleasing #trustpilot #reviews
13380|Marie Foley gave CarLease UK 5 stars via @Trustpilot https://t.co/n9J43RP7xM #carleasing #trustpilot #reviews
13381|customer gave CarLease UK 5 stars via @Trustpilot https://t.co/VQChPOPcnl #carleasing #trustpilot #review
13382|customer gave CarLease UK 5 stars via @Trustpilot https://t.co/VQChPOPcnl #carleasing #trustpilot #reviews
13383|Sheelagh Brownlee gave CarLease UK 5 stars via @Trustpilot https://t.co/0hYPUQnPzN #carleasing #trustpilot #reviews
13384|The Car-E-Lease UK team getting to grips with the @NissanUK Leaf 110kW Tekna 40kWh 5dr Auto! The updated Leaf looks… https://t.co/cp1G2yvfMw
13385|"RT @MercedesBenzUK: Sunset drives in the Mercedes-AMG E 53 Estate.

https://t.co/SmRm1uttz8
#MBPhotoCredit: @DimitriBokow https://t.co/X0RC…"
13386|RT @whatcar: REVEALED: Honda's 2019 #UrbanEV electric city car revealed ahead of Geneva debut​ – now “95% production ready”, what do we thi…
13387|AUDI A6 DIESEL SALOON 40 TDI S Line 4dr S Tronic Car Leasing and Contract Hire Deals : https://t.co/A65EO5NzxX https://t.co/XcFjFaANfJ
13388|New 2019 Nissan Leaf 40kwh Review, Walk Round, Interior/ Exterior @CarLe... https://t.co/LUe99UG7Vw via @YouTube… https://t.co/Pl51m9Ba0V
13389|RT @AutoExpress: NEWS: New 2019 #Porsche #Taycan Sport Turismo spotted testing… and crashing… &gt;&gt; https://t.co/4Vf3LXiDWM https://t.co/53dSj…
13390|"RT @MercedesBenzUK: The new GLC. Stay tuned.

#GLC #GimsSwiss https://t.co/pJr50zltSL"
13391|"RT @MercedesBenzUK: Sporty, distinctive, individual. The Mercedes-AMG GLC 43 Coupé. 

https://t.co/Umrg1wvLVJ
#MBPhotoCredit: Lukas Magerl…"
13392|RT @Business_Van: Increased demand for used electric vans - https://t.co/EESMGS392O https://t.co/7PecyFvHoZ
13393|CarLease UK Video Blog :Vauxhall Grandland : Car Leasing Deals https://t.co/9awBeex2uO via @YouTube #vauxhall #suv #leasing
13394|CarLease UK Video Blog : Mercedes Benz GLC  : Car Leasing Deals https://t.co/eUxnfilN6o via @YouTube #leasing #merc #reviews
13395|CarLease UK Video Blog :Mercedes C43 : Car Leasing Deals https://t.co/Z1JeGyoe9o via @YouTube #carleasing #mercedes #amg
13396|"Enjoyed our test drive of the @MercedesBenzUK A180d Sport 5dr Auto in Cosmos Black! Even the ""non-AMG"" models look… https://t.co/u3ibwwjF4P"
13397|RT @AutoExpress: NEWS: The all-new #Peugeot 208 supermini has arrived to take on the Ford Fiesta. Do you like the look? #Peugeot208 @Peugeo…
13398|RT @AutoExpress: NEWS: Latest #diesel cars emit almost no NOx according to new research… &gt;&gt; https://t.co/fGM09xhwmP https://t.co/Qfzfq5vRcK
13399|"RT @carwowuk: SPOTTED: #BMW #2Series Gran Coupe! 

Unlike the upcoming new BMW #1Series, the 2 Series Gran Coupe WILL come with rear-wheel…"
13400|Mrs N Holcombe gave CarLease UK 5 stars via @Trustpilot https://t.co/sRqSgcPWb3 #carleasing #trustpilot #reviews
13401|RT @whatcar: VIDEO: Watch our in-depth video review to find out what makes the new @BMW_UK #X5 so good ➡️ https://t.co/ulir19nJNW https://t…
13402|"When @MercedesBenzUK visit in their C43 4Matic Premium Plus 2dr 9G-Tronic Coupe (with the 19"" black alloys) - 😀!… https://t.co/7ZPsllZjfw"
13403|"RT @MercedesBenzUK: Enjoy a little extra thrill this winter. #CLS

https://t.co/TKaxJoegHj
#MBPhotoCredit: @GS_Gijs https://t.co/kEtNTVoMyk"
13404|A happy personal #leasing customer visited our CarLease UK team in their new @vauxhall Grandland X HATCHBACK 1.2T S… https://t.co/aEkMTctpQd
13405|"RT @BMW: Decades of dynamic driving.
The new BMW 330e Sedan. 
https://t.co/rhArEvxaHu https://t.co/JAfsJdLRO8"
13406|VS gave CarLease UK 5 stars via @Trustpilot https://t.co/w6gZjkEKbG #carleasing #trustpilot #reviews
13407|Jufe gave CarLease UK 5 stars via @Trustpilot https://t.co/uN4nnKIeL8 #carleasing #trustpilot #reviews
13408|Louise Fairhurst gave CarLease UK 5 stars via @Trustpilot https://t.co/kzy6y0BXEX #carleasing #trustpilot #reviews
13409|Barry Snook gave CarLease UK 5 stars via @Trustpilot https://t.co/fGTo5qj2eI #carleasing #trustpilot #reviews
13410|RT @Jaguar: Everything from the steering to the bespoke suspension set-up has been tuned specifically in #Jaguar #FPACE #SVR, and the resul…
13411|The CarLease UK company dog doing what she does best!         #LoveYourPetDay https://t.co/rKXvvxSMzE
13412|One of our happy personal #leasing customers received their new  car - the @SEATUK Arona Diesel Hatchback 1.6 TDI 1… https://t.co/hZTUlsO4fQ
13413|RT @UKVolkswagen: Here is an exclusive first-look at the new version of the plug-in hybrid Passat Estate GTE at the unveil in Hamburg. The…
13414|RT @AutoExpress: NEWS: This is the new #Citroen AMI ONE concept. Designed as a modern-day #2CV, it's an all-electric two-seater with a 60-m…
13415|A reminder of our new electric car and van #leasing offer! For any new orders placed with one of our leading financ… https://t.co/t0SkaFno1c
13416|Looking for an electric vehicle (car or van)? If you are a personal or business contract hire customer considering… https://t.co/7YoTxuTslH
13417|RT @UKVolkswagen: The updated and enhanced Volkswagen Passat, Passat Estate and Passat GTE are the latest chapter in the 45-year global suc…
13418|AUDI A4 SALOON 35 TFSI S Line 4dr Car Leasing and Contract Hire Deals : https://t.co/A65EO5NzxX https://t.co/UepotexGWU
13419|MERCEDES-BENZ A CLASS AMG HATCHBACK A35 4Matic 5dr Auto Car Leasing and Contract Hire Deals :… https://t.co/F4WIEeb3pf
13420|One of our Ford suppliers visited the team in the luxury @ford Focus Vignale 1.5 EcoBlue 120 5dr! Would this top of… https://t.co/IMmu0DusHx
13421|RT @AutoExpress: GROUP TEST: Can the new #Citroen C5 Aircross rise to the top of the #crossover class? We test it against the #Skoda Karoq…
13422|"Proudly supporting @AspinallBJJ since day one. The rise to the top continues tonight at @cagewarriors 

#mma #uk… https://t.co/H3dC1l0B0t"
13423|BMW X3 DIESEL ESTATE xDrive20d M Sport 5dr Step Auto Car Leasing and Contract Hire Deals : https://t.co/A65EO5NzxX https://t.co/BgVDFghgXI
13424|2019 Ford Focus Vignale Review, Walk Round &amp; Showcase @CarLease UK - UK ... https://t.co/1OJOnkLHiv via @YouTube #carleasing #reviews #blog
13425|Lynn Hughes gave CarLease UK 5 stars via @Trustpilot https://t.co/kvVey7ab6h #leasing #trustpilot #reviews
13426|If you enjoy #mma you need to follow Tom Aspinall (https://t.co/Doa5u9zpLM) - one of the UK's leading heavyweight f… https://t.co/htC732FteL
13427|Our local customer collected their new @Hyundai_UK Tucson Diesel Estate 1.6 CRDi SE Nav 5 Door 2WD (in Grey). The S… https://t.co/OzJ8HvrPOh
